Geneid,GSM5290389_Snr1KD_RNA-seq_Ov_rep1,GSM5290390_Snr1KD_RNA-seq_Ov_rep2,GSM5290391_mod_mdg4KD_RNA-seq_Ov_rep1,GSM5290392_mod_mdg4KD_RNA-seq_Ov_rep2
FBgn0039733,3420,2538,4495,4111
FBgn0039734,16,19,9,11
FBgn0016685,25915,25426,51000,48918
FBgn0026597,10382,11783,12473,11949
FBgn0003511,0,0,0,0
FBgn0003510,0,0,0,0
FBgn0003512,1982,1595,3528,3267
FBgn0039741,5964,6249,6877,6053
FBgn0039743,4613,4643,7069,6480
FBgn0039744,2,0,1,0
FBgn0260468,1,0,0,0
FBgn0039748,237,286,649,663
FBgn0039752,1,1,0,0
FBgn0039756,257,251,303,450
FBgn0039755,15,6,15,67
FBgn0039754,2399,2090,8838,12290
FBgn0039751,1433,1628,1980,1913
FBgn0051028,3,13,7,4
FBgn0051030,0,0,3,0
FBgn0039749,29,27,41,62
FBgn0039747,27,27,35,50
FBgn0051029,41,53,43,44
FBgn0051025,12,2,0,0
FBgn0003479,1858,1510,2110,1878
FBgn0039742,8,15,11,13
FBgn0002626,43853,33773,146857,118647
FBgn0001280,3966,4579,6593,5981
FBgn0001281,1,3,1,3
FBgn0041102,7,0,0,0
FBgn0039740,2524,2217,3213,3055
FBgn0039739,0,0,0,1
FBgn0039737,11548,9243,20902,19445
FBgn0039735,21944,27373,41707,38950
FBgn0039732,1272,1750,2614,1974
FBgn0039730,2620,2909,3464,3021
FBgn0000032,12730,16278,16815,15767
FBgn0000280,0,0,0,0
FBgn0000279,3,0,4,1
FBgn0039760,0,0,0,0
FBgn0039761,0,0,0,0
FBgn0010113,7528,7706,12536,13000
FBgn0015221,25579,28978,45619,46979
FBgn0039765,982,924,2142,1909
FBgn0039768,1,2,4,2
FBgn0039767,8410,7212,12410,11901
FBgn0039766,961,1371,1512,1315
FBgn0039764,1611,2204,2476,2021
FBgn0027544,0,0,0,0
FBgn0015222,36557,43461,60317,56842
FBgn0051023,0,0,0,0
FBgn0051383,0,0,0,0
FBgn0039759,0,0,0,0
FBgn0039758,4,2,20,57
FBgn0039769,2,1,1,2
FBgn0039774,26,34,67,86
FBgn0039776,1168,840,3047,2863
FBgn0260440,29,32,49,44
FBgn0039778,0,0,1,0
FBgn0039779,3,0,1,2
FBgn0039782,0,0,0,0
FBgn0039784,0,0,0,0
FBgn0082582,3423,4352,4633,5142
FBgn0039787,0,0,3,3
FBgn0051019,0,0,0,1
FBgn0051021,3,8,30,17
FBgn0051017,2,2,6,6
FBgn0051015,2391,1248,5645,5431
FBgn0051013,50,45,67,77
FBgn0039792,4,3,6,4
FBgn0039790,7627,8461,10148,9719
FBgn0039789,7,4,6,1
FBgn0039788,10,30,29,30
FBgn0027654,17,26,250,249
FBgn0051524,0,0,0,0
FBgn0039783,0,0,0,0
FBgn0051014,0,0,0,0
FBgn0051371,0,3,1,1
FBgn0039780,0,0,0,1
FBgn0026190,0,0,0,0
FBgn0039777,0,0,0,0
FBgn0039773,2639,2912,2820,2696
FBgn0028646,7685,7343,16421,16147
FBgn0039771,0,0,1,1
FBgn0039770,0,0,0,0
FBgn0039795,1,0,2,4
FBgn0039797,4,1,0,0
FBgn0039799,0,0,0,0
FBgn0039802,1989,1508,6508,5738
FBgn0027598,8557,8614,10288,10201
FBgn0039804,166,212,4,6
FBgn0039805,0,0,0,1
FBgn0015032,0,8,6,12
FBgn0000416,60072,67227,92494,98392
FBgn0039809,612,811,323,448
FBgn0039808,96,89,24,20
FBgn0039807,37,35,61,43
FBgn0039806,2,2,0,2
FBgn0011739,8173,8373,9871,10066
FBgn0039801,2,1,3,0
FBgn0039800,2,3,9,6
FBgn0039798,10,11,8,14
FBgn0051010,0,0,3,1
FBgn0000274,69,86,140,143
FBgn0039796,8,10,8,13
FBgn0039812,0,0,0,0
FBgn0010015,2,3,1,2
FBgn0016123,2332,2373,4007,3651
FBgn0024288,0,1,1,0
FBgn0039820,0,0,0,0
FBgn0039821,0,0,1,1
FBgn0039818,0,0,0,1
FBgn0039816,1,0,1,0
FBgn0002413,27392,30241,32652,31734
FBgn0010808,4737,4423,8355,7671
FBgn0004573,3,2,3,5
FBgn0051008,0,0,0,0
FBgn0062411,0,0,0,0
FBgn0039811,0,0,0,0
FBgn0039810,0,0,0,0
FBgn0013973,0,2,0,3
FBgn0004389,0,0,0,0
FBgn0039827,25,36,32,49
FBgn0039828,5123,4438,11748,11259
FBgn0039831,13238,13883,14115,13725
FBgn0039835,1939,2676,3482,2849
FBgn0039838,7,7,10,12
FBgn0040628,0,0,0,0
FBgn0040629,32,25,26,33
FBgn0039839,0,0,0,0
FBgn0039840,1,2,3,5
FBgn0039836,232,371,428,404
FBgn0051005,1733,1834,2869,2864
FBgn0039833,1,0,1,0
FBgn0039832,1,0,0,1
FBgn0039830,108351,104654,180789,167874
FBgn0046696,89,65,148,221
FBgn0039829,1369,1509,2419,2357
FBgn0061476,4568,5052,6533,5978
FBgn0051004,9,18,8,15
FBgn0046332,1,3,3,1
FBgn0039844,13,13,18,19
FBgn0019990,7327,7781,9296,9579
FBgn0039850,0,1,0,0
FBgn0039851,24,30,7,4
FBgn0039852,0,0,0,0
FBgn0028968,8356,8152,12436,12017
FBgn0003268,6866,7645,10386,10257
FBgn0039854,2351,2419,2943,2706
FBgn0039855,40,40,44,45
FBgn0039856,2967,2854,4288,4091
FBgn0039858,54386,64724,72726,75458
FBgn0039857,86551,72418,234061,224820
FBgn0043900,12977,13279,16714,15832
FBgn0039849,5114,4009,7656,7176
FBgn0039848,34,26,39,37
FBgn0039846,3967,3742,5848,5559
FBgn0051002,0,0,0,0
FBgn0051204,3,0,0,0
FBgn0039860,1938,1863,2471,2196
FBgn0039861,3464,4141,4020,3883
FBgn0039862,201,282,313,317
FBgn0039863,6425,7043,5585,5974
FBgn0003870,15563,17019,16625,17968
FBgn0039868,3271,4370,5954,5288
FBgn0000557,75,78,134,171
FBgn0039869,7026,8083,11433,8507
FBgn0039870,2774,3537,4012,3207
FBgn0022349,9757,11426,13815,13940
FBgn0039875,4873,4996,5523,5392
FBgn0005632,23843,26354,30097,31446
FBgn0027620,12445,15000,16472,16073
FBgn0039879,2,1,4,1
FBgn0039881,516,583,1448,1269
FBgn0039882,4155,4240,5807,5215
FBgn0039877,6607,7092,10269,9741
FBgn0039876,2694,3006,2694,2349
FBgn0003065,2,3,8,9
FBgn0039873,1,1,2,0
FBgn0017448,3652,3407,5355,4621
FBgn0039872,2,3,3,4
FBgn0000150,41585,24264,153988,136741
FBgn0039867,1958,1795,3155,2776
FBgn0039864,0,0,1,0
FBgn0039859,469,503,650,605
FBgn0039883,110,122,392,442
FBgn0039886,327,329,2604,2181
FBgn0039887,0,0,0,0
FBgn0002780,61074,91872,106846,109199
FBgn0002645,21005,24433,29565,30552
FBgn0040206,10614,13439,16668,15386
FBgn0011224,15417,18146,19901,20043
FBgn0051616,0,0,1,2
FBgn0051615,1,1,0,0
FBgn0051754,0,0,0,0
FBgn0032956,10431,14616,14084,14133
FBgn0051619,22,21,428,778
FBgn0032961,16056,19982,20931,19735
FBgn0003866,330,405,475,608
FBgn0051612,533,743,201,194
FBgn0032964,1,5,0,2
FBgn0000559,385331,402852,705463,687321
FBgn0032966,0,0,0,1
FBgn0032967,0,0,0,1
FBgn0032968,0,0,0,0
FBgn0051700,0,0,0,0
FBgn0051702,0,0,0,0
FBgn0032971,0,0,0,0
FBgn0032973,13,15,29,20
FBgn0025674,10507,12298,13250,12538
FBgn0032972,1,2,2,0
FBgn0040519,3,0,1,0
FBgn0051703,0,0,0,0
FBgn0051601,3,2,3,2
FBgn0032969,1,0,0,1
FBgn0032965,0,0,0,0
FBgn0032981,0,1,1,7
FBgn0042701,663,826,669,508
FBgn0032986,5186,8034,7904,6955
FBgn0032988,16245,24036,28140,26430
FBgn0039972,53453,78395,62247,65570
FBgn0032987,111915,155587,205135,166431
FBgn0032979,11216,13706,9628,9201
FBgn0033047,1,0,3,5
FBgn0033050,4952,6251,6269,5733
FBgn0033055,4060,5102,5464,5108
FBgn0033058,3,3,1,2
FBgn0033060,714,694,1047,980
FBgn0033063,5,7,4,6
FBgn0011958,0,0,0,0
FBgn0011957,0,0,0,0
FBgn0011932,0,0,0,0
FBgn0011931,0,0,0,0
FBgn0011887,0,0,0,0
FBgn0011880,0,0,0,0
FBgn0011956,0,0,0,0
FBgn0050316,0,0,0,0
FBgn0033065,331,310,93,80
FBgn0040502,0,2,0,0
FBgn0011934,0,0,0,0
FBgn0033069,2,2,1,2
FBgn0050431,1,3,0,2
FBgn0033074,6,16,10,9
FBgn0021847,5090,5296,6529,5958
FBgn0033072,4,1,1,2
FBgn0050432,0,1,2,0
FBgn0011935,0,0,0,0
FBgn0033067,0,1,0,1
FBgn0011955,0,0,0,0
FBgn0011890,1,0,0,0
FBgn0000546,4546,4706,7001,6959
FBgn0011888,0,0,0,0
FBgn0011889,0,0,0,0
FBgn0011933,0,0,0,0
FBgn0011938,0,0,0,0
FBgn0011891,0,0,0,0
FBgn0033062,16023,20705,19606,19012
FBgn0033061,15,14,22,31
FBgn0033056,0,0,0,0
FBgn0033054,1,1,5,2
FBgn0033052,5219,5761,4691,4648
FBgn0033051,1151,1186,1183,1225
FBgn0000043,22359,24120,37888,42442
FBgn0033048,81,45,144,90
FBgn0027507,9396,13171,12094,11667
FBgn0033031,35,35,6,13
FBgn0033032,3730,5202,3918,3790
FBgn0022288,7011,6781,14404,13887
FBgn0033042,0,0,2,0
FBgn0033043,1,0,0,0
FBgn0033041,0,0,0,0
FBgn0025693,1207,1704,1238,1346
FBgn0033038,1666,1593,2620,2559
FBgn0033033,374,331,193,209
FBgn0033029,15385,20039,17963,18142
FBgn0050438,1246,1543,1227,1432
FBgn0039970,8828,13935,17752,14981
FBgn0033028,13495,18422,20200,20006
FBgn0039969,3552,5566,10169,9100
FBgn0033027,22,23,18,31
FBgn0050440,5589,8681,11991,12369
FBgn0042085,14106,12348,14301,13679
FBgn0029131,6476,5730,8561,7647
FBgn0050443,3277,3177,3749,3306
FBgn0013732,10574,12605,11236,10633
FBgn0033085,609,775,1689,1319
FBgn0033086,582,695,1162,1011
FBgn0033088,1935,2136,2183,1789
FBgn0033092,2051,2073,3489,2979
FBgn0033090,40,83,33,52
FBgn0033093,21,14,28,30
FBgn0014009,6249,6890,9037,8393
FBgn0028579,5146,5672,6154,5905
FBgn0042083,5239,5363,6501,5930
FBgn0027066,13772,19582,24591,23165
FBgn0000473,17,13,28,26
FBgn0033101,2988,2605,9787,8826
FBgn0033100,2323,2713,3941,3393
FBgn0010482,138,246,363,432
FBgn0033097,0,0,0,0
FBgn0033096,1,0,0,2
FBgn0033095,0,0,0,0
FBgn0050446,19,11,32,27
FBgn0033089,1563,1362,3616,2952
FBgn0033087,1767,2007,2745,2737
FBgn0033081,10577,9739,15836,14041
FBgn0033079,42,32,973,879
FBgn0026761,6323,6533,7650,7502
FBgn0033076,0,2,0,1
FBgn0014028,4129,2988,10415,9276
FBgn0033108,18,20,310,339
FBgn0033113,29,43,46,46
FBgn0028988,108,92,205,170
FBgn0033115,45,47,31,37
FBgn0050158,0,2,0,1
FBgn0033117,2278,2358,3607,3179
FBgn0053348,0,0,0,0
FBgn0053349,0,0,0,0
FBgn0033122,1910,1306,4207,3758
FBgn0029508,693,696,577,448
FBgn0042086,0,0,0,0
FBgn0050160,0,0,0,0
FBgn0033124,0,1,2,16
FBgn0029506,9951,14419,22776,22546
FBgn0029507,170,136,175,219
FBgn0022960,8794,9816,11206,10545
FBgn0050156,84,90,95,98
FBgn0033121,3875,3785,4385,4036
FBgn0050157,56,43,136,104
FBgn0011895,0,0,0,0
FBgn0011894,0,0,0,0
FBgn0011893,0,0,0,0
FBgn0011892,0,0,0,0
FBgn0066292,37,59,34,29
FBgn0066293,0,0,0,1
FBgn0033112,0,2,1,0
FBgn0033110,0,0,1,0
FBgn0040674,0,0,0,0
FBgn0022224,851,1289,1454,1118
FBgn0034511,0,0,0,1
FBgn0050154,43,65,72,65
FBgn0034512,84,136,124,130
FBgn0034513,0,0,0,0
FBgn0034520,8,3,0,0
FBgn0034527,4067,4433,4509,4132
FBgn0034529,4007,5053,4514,4570
FBgn0034532,33,39,60,28
FBgn0034534,2289,2524,4462,3678
FBgn0034535,1192,1069,2334,1965
FBgn0034537,5533,5080,6313,6123
FBgn0034540,36,49,20,15
FBgn0050155,0,0,0,0
FBgn0034541,0,0,0,0
FBgn0034543,1192,1526,2172,1914
FBgn0034545,0,0,0,0
FBgn0034546,6,2,0,0
FBgn0041240,0,0,0,0
FBgn0000615,31085,32611,40997,40577
FBgn0034542,4273,4338,4762,4574
FBgn0050211,0,0,0,0
FBgn0034539,0,0,0,0
FBgn0034538,6,3,6,9
FBgn0034530,62,64,134,127
FBgn0034528,6329,8751,10207,10270
FBgn0050147,300,301,1147,1139
FBgn0034523,338,448,705,632
FBgn0028622,703,787,868,848
FBgn0034521,3347,3514,3127,2888
FBgn0034517,0,0,0,0
FBgn0043536,0,0,0,0
FBgn0050145,0,0,4,0
FBgn0050148,16,30,36,35
FBgn0034515,0,0,4,0
FBgn0034514,0,0,0,0
FBgn0050151,34,43,21,14
FBgn0034491,7363,7258,7020,6630
FBgn0010411,79338,71966,148963,132642
FBgn0034493,566,573,448,429
FBgn0026136,1,0,1,0
FBgn0034502,1,2,6,2
FBgn0034504,2889,2934,5548,5532
FBgn0034505,1,0,0,1
FBgn0034506,0,0,1,0
FBgn0042198,1,0,0,0
FBgn0034509,0,0,3,0
FBgn0043534,0,0,0,0
FBgn0043535,5,0,2,0
FBgn0034510,0,0,0,0
FBgn0034507,0,0,3,0
FBgn0034503,2997,2940,4776,4309
FBgn0034501,2169,2269,2789,2566
FBgn0034500,2744,3101,3589,3554
FBgn0034499,0,0,0,0
FBgn0034498,6783,6788,6019,5795
FBgn0034497,3,4,911,902
FBgn0034496,5121,5080,7047,6651
FBgn0034494,8400,9714,10345,9871
FBgn0003114,3265,3527,3080,2437
FBgn0005655,21712,17876,36302,32359
FBgn0004364,788,735,2127,2484
FBgn0034481,0,0,0,0
FBgn0011869,0,0,0,0
FBgn0034484,4,3,2,5
FBgn0011870,0,0,0,0
FBgn0034485,1,0,0,0
FBgn0034487,0,1,0,1
FBgn0025720,4864,5375,5724,5180
FBgn0034490,3115,2215,5335,4711
FBgn0034489,5,1,5,8
FBgn0034488,9318,7235,19955,18902
FBgn0034486,1,0,0,2
FBgn0034483,4,0,0,0
FBgn0034480,0,0,2,4
FBgn0050212,0,0,0,0
FBgn0034471,1,0,1,0
FBgn0043533,0,0,0,0
FBgn0034472,8,2,0,0
FBgn0050215,0,0,0,0
FBgn0050218,0,0,0,0
FBgn0011897,0,0,0,0
FBgn0034475,0,0,0,0
FBgn0034476,6,11,16,33
FBgn0043532,0,0,0,0
FBgn0050447,1,2,0,0
FBgn0034477,0,0,0,0
FBgn0034474,0,0,1,0
FBgn0034473,0,0,0,0
FBgn0050454,0,0,0,0
FBgn0011848,0,0,0,0
FBgn0011849,0,0,0,0
FBgn0011850,0,0,0,0
FBgn0050452,0,0,0,0
FBgn0002716,209,246,175,193
FBgn0026378,2596,2977,2687,2645
FBgn0034454,55,41,49,54
FBgn0034455,4506,4341,6325,5452
FBgn0034456,17,18,42,17
FBgn0034457,1,2,1,1
FBgn0034459,1,0,4,0
FBgn0034460,6,7,1,11
FBgn0034461,1,0,0,0
FBgn0034463,0,1,0,0
FBgn0034464,0,0,0,0
FBgn0028372,1393,1637,1496,1518
FBgn0040729,0,0,1,0
FBgn0034468,2,0,4,1
FBgn0034470,25,10,24,19
FBgn0046879,0,0,0,0
FBgn0046880,0,0,0,0
FBgn0034467,6,0,0,0
FBgn0040730,0,0,0,0
FBgn0015949,7066,8954,9429,9575
FBgn0034462,0,0,1,0
FBgn0034458,0,0,0,0
FBgn0050223,0,0,0,0
FBgn0040732,37,35,104,58
FBgn0034452,2247,2629,2727,2722
FBgn0034451,4218,5179,5329,5621
FBgn0034422,2136,2323,3865,3884
FBgn0010434,3306,3259,4433,5321
FBgn0004003,354,433,931,999
FBgn0034423,0,0,0,0
FBgn0003254,4,0,0,0
FBgn0034428,1,0,0,0
FBgn0034429,0,0,0,0
FBgn0013954,20893,20451,64706,56550
FBgn0034432,10999,12389,20615,19701
FBgn0034435,9,1,0,0
FBgn0034436,2979,3575,868,840
FBgn0034437,0,1,1,0
FBgn0034439,144,134,159,210
FBgn0034440,2,10,6,6
FBgn0034441,0,0,0,0
FBgn0034442,521,682,884,741
FBgn0028981,0,0,0,0
FBgn0050225,0,0,0,0
FBgn0050326,0,0,0,0
FBgn0012051,2495,3221,4526,4312
FBgn0040273,9365,10522,11891,11439
FBgn0013325,66256,62851,166108,138820
FBgn0034446,3,3,3,1
FBgn0034447,13585,15606,12295,12388
FBgn0020440,5521,7227,5845,5938
FBgn0034443,2412,3231,4824,3909
FBgn0034438,220,318,366,414
FBgn0034433,3879,3816,5036,4797
FBgn0034430,2520,2915,5215,4242
FBgn0034427,0,0,1,0
FBgn0034426,0,0,0,0
FBgn0034425,3594,3822,4212,3792
FBgn0053453,1,2,0,0
FBgn0053454,0,0,0,0
FBgn0034408,135,187,237,370
FBgn0034411,12,9,30,31
FBgn0004168,1,1,1,0
FBgn0027535,2221,2334,2018,1830
FBgn0034419,3526,4290,5008,4975
FBgn0034418,4889,5129,6264,6035
FBgn0050125,0,0,0,0
FBgn0034413,0,0,0,0
FBgn0041702,2930,3888,4446,3798
FBgn0014269,5050,5051,6836,6235
FBgn0028669,1,0,0,0
FBgn0050227,0,0,0,0
FBgn0034377,3,3,0,1
FBgn0034379,1683,1943,1905,1912
FBgn0053147,1,3,10,11
FBgn0034387,32,61,63,70
FBgn0050229,0,0,0,0
FBgn0034391,81,78,98,95
FBgn0010551,26941,28100,41646,38654
FBgn0034397,13,8,4,0
FBgn0034399,5010,6821,5216,4512
FBgn0034402,1159,1275,1382,1302
FBgn0004240,2,2,15,2
FBgn0034407,0,1,45,2
FBgn0034406,227,200,2008,2150
FBgn0010053,817,952,2433,2323
FBgn0034403,12553,16586,33326,28584
FBgn0034401,10808,11821,13525,12865
FBgn0034400,9080,9592,9639,9351
FBgn0034398,17076,21080,22451,19668
FBgn0034396,39,49,70,88
FBgn0034394,36,95,50,27
FBgn0010651,218,201,486,614
FBgn0034392,1408,1530,2373,2382
FBgn0034390,7116,5980,13978,13320
FBgn0034383,2,0,0,0
FBgn0034382,7,1,0,10
FBgn0050121,1,0,0,0
FBgn0034381,0,3,0,0
FBgn0034380,2687,3233,3105,2995
FBgn0023214,124,207,234,352
FBgn0053136,1,0,0,1
FBgn0034372,0,0,0,0
FBgn0034371,2983,3074,3881,3330
FBgn0011868,0,0,0,0
FBgn0050122,14190,15012,25079,25170
FBgn0034368,6885,8865,8880,8685
FBgn0034329,0,0,0,0
FBgn0034330,0,0,3,3
FBgn0025583,4,3,0,5
FBgn0040736,5,1,5,5
FBgn0040735,1,0,2,0
FBgn0040734,3,0,0,0
FBgn0064237,3,2,1,2
FBgn0034335,3813,4528,2922,2661
FBgn0063498,11,23,16,29
FBgn0063497,1539,1843,397,393
FBgn0063496,1,1,1,0
FBgn0063495,141,212,20,35
FBgn0063494,8144,11724,12301,10861
FBgn0063493,1709,2654,1560,1206
FBgn0063492,1328,1470,2234,1801
FBgn0063491,136,156,823,782
FBgn0027835,39853,42240,61051,64925
FBgn0034345,10806,12451,18659,17545
FBgn0034346,4484,4821,5260,5346
FBgn0034350,0,0,0,0
FBgn0050120,0,0,0,0
FBgn0034351,2441,2676,2762,2661
FBgn0034354,1937,1720,6732,5075
FBgn0034356,87,96,65,105
FBgn0003067,0,0,0,0
FBgn0034360,811,1028,1126,926
FBgn0034362,3655,3780,6454,5385
FBgn0034363,1,0,0,0
FBgn0034365,3465,4307,5689,4806
FBgn0000566,9893,9234,17054,15887
FBgn0034366,3049,3966,4084,4058
FBgn0034364,8,7,4,4
FBgn0034361,1822,1998,3529,2769
FBgn0050115,564,568,1037,1188
FBgn0028496,20,38,62,88
FBgn0034352,0,0,0,0
FBgn0013983,577,566,874,851
FBgn0063499,562,579,197,221
FBgn0040733,10,4,6,0
FBgn0034331,2,1,12,5
FBgn0034328,0,0,0,0
FBgn0034300,7785,8453,6723,6225
FBgn0028983,443,429,590,632
FBgn0040465,1220,1125,2040,1749
FBgn0003044,17866,18253,22519,22209
FBgn0000057,3490,3090,4593,4232
FBgn0034307,1166,1143,1681,1670
FBgn0034308,5882,6011,8954,8451
FBgn0034312,278,292,529,506
FBgn0034318,0,0,0,0
FBgn0050114,0,0,0,0
FBgn0000658,15,8,45,71
FBgn0034321,45,84,125,134
FBgn0034322,25,28,37,34
FBgn0034323,1,1,0,0
FBgn0034326,0,0,0,0
FBgn0040737,1,0,0,1
FBgn0034327,0,6,0,1
FBgn0034313,12653,13375,15711,15516
FBgn0027836,3529,3053,4635,4173
FBgn0034310,5347,5367,8188,7582
FBgn0022238,18436,24277,23631,22767
FBgn0034304,2631,2862,3753,3681
FBgn0062440,2968,2695,3917,3292
FBgn0001222,13281,14428,14885,14143
FBgn0003520,16923,20695,18368,18550
FBgn0034301,3,1,0,0
FBgn0034299,5381,7454,9551,8318
FBgn0041585,8819,10291,11890,12230
FBgn0015522,16688,18593,11045,9651
FBgn0050323,10,6,5,8
FBgn0034281,2,3,4,4
FBgn0011589,3,6,6,8
FBgn0034284,0,0,0,0
FBgn0034288,0,0,0,0
FBgn0034296,1,0,0,0
FBgn0034295,2,0,0,0
FBgn0034294,0,0,0,0
FBgn0034293,0,0,0,0
FBgn0034292,0,0,0,0
FBgn0034291,0,0,0,0
FBgn0034290,4,1,32,22
FBgn0003140,0,0,0,0
FBgn0050110,0,0,0,0
FBgn0050325,0,0,0,0
FBgn0034282,30576,43565,46024,45970
FBgn0034242,2286,2716,3638,3188
FBgn0040294,6773,7549,6331,6370
FBgn0016701,5541,6770,10002,8638
FBgn0029079,3424,4194,6060,5653
FBgn0029006,8915,9473,9709,9958
FBgn0034251,4,7,1,0
FBgn0050231,0,0,0,0
FBgn0034258,40812,39461,67041,66685
FBgn0050108,249,340,428,395
FBgn0050109,2248,2340,4361,3562
FBgn0034261,3389,4366,4276,4093
FBgn0045800,2128,3901,6214,6005
FBgn0063381,0,2,0,3
FBgn0063385,1,11,22,29
FBgn0063377,1,1,4,6
FBgn0063384,3,4,3,6
FBgn0063383,1,2,6,8
FBgn0063376,5,1,9,20
FBgn0063382,5,3,5,15
FBgn0063388,8,5,21,23
FBgn0063375,4,9,13,22
FBgn0063374,7,6,33,31
FBgn0063380,3,3,6,17
FBgn0063379,5,2,29,33
FBgn0063378,1,16,20,28
FBgn0063387,6,10,51,60
FBgn0063373,7,21,22,50
FBgn0063386,26,21,65,80
FBgn0034263,1,0,0,0
FBgn0034264,1,2,6,7
FBgn0034266,45,72,48,65
FBgn0034267,20,29,57,50
FBgn0034271,4113,4835,3588,3440
FBgn0034272,1,6,6,2
FBgn0003545,6376,7726,9684,8602
FBgn0034270,1671,1886,1632,1628
FBgn0034269,4623,4725,5748,5280
FBgn0034265,3305,3899,4098,3615
FBgn0028494,7,12,5,21
FBgn0027872,3012,3909,4356,4035
FBgn0034262,10,16,4,1
FBgn0016059,17274,20498,20885,20769
FBgn0034259,16535,15910,28949,25261
FBgn0050106,6,5,9,5
FBgn0034253,842,892,2135,2340
FBgn0034255,705,1055,1806,1196
FBgn0004400,1977,2714,3934,3340
FBgn0050333,0,0,0,0
FBgn0029856,1402,1402,1211,1092
FBgn0052745,1,1,12,13
FBgn0040918,12926,14628,15395,14485
FBgn0023458,8592,6877,10275,10741
FBgn0029877,1,5,2,0
FBgn0029878,4753,5683,7111,7249
FBgn0029879,14456,16000,24677,22513
FBgn0029881,371,414,4177,4667
FBgn0029880,3,5,2,0
FBgn0028360,13428,14399,13348,12572
FBgn0062413,3567,3897,3853,3699
FBgn0025815,13652,12013,20566,19329
FBgn0028336,14031,10807,27015,23489
FBgn0029895,1194,1252,2155,2392
FBgn0029898,22,12,17,17
FBgn0029899,10400,11132,9691,10036
FBgn0029502,2256,1954,4125,3590
FBgn0029903,11186,12223,11828,12243
FBgn0029906,1290,955,2374,2065
FBgn0029907,8,25,25,25
FBgn0029909,0,0,0,0
FBgn0029905,5137,4164,6781,6446
FBgn0003390,57,60,69,66
FBgn0052740,0,0,0,0
FBgn0029897,37822,25342,128273,112644
FBgn0029896,3950,2665,8540,8699
FBgn0029894,2929,3150,3800,3796
FBgn0029893,9917,8155,15924,14224
FBgn0029892,1116,811,1932,1758
FBgn0029887,2547,2905,4058,4175
FBgn0029885,3208,3609,6214,5374
FBgn0029882,7552,7648,11934,10711
FBgn0029912,2251,1597,3518,3376
FBgn0029914,3820,4083,5240,4637
FBgn0029920,1,0,0,0
FBgn0052733,0,0,0,0
FBgn0029922,26,19,21,23
FBgn0029924,6781,5571,14188,12056
FBgn0027108,13704,15279,18478,18449
FBgn0052736,0,0,0,0
FBgn0029929,3218,2843,7181,6327
FBgn0029931,0,0,0,0
FBgn0004143,0,0,0,0
FBgn0029932,73,80,144,162
FBgn0029937,1605,1254,2734,2466
FBgn0047092,1,0,0,0
FBgn0027342,7816,8902,6854,6585
FBgn0029936,1751,1407,2944,2532
FBgn0029935,3101,3601,3324,3232
FBgn0029930,18,38,66,60
FBgn0029928,368,415,496,487
FBgn0000330,2575,2279,3435,3317
FBgn0027106,380,523,599,666
FBgn0004646,4579,5484,7281,7066
FBgn0029925,2528,2714,2755,2408
FBgn0052732,5653,5605,6513,5823
FBgn0029915,3014,2687,6044,4937
FBgn0029913,1188,1274,1609,1448
FBgn0029911,5464,5724,6677,6636
FBgn0029939,247,234,332,445
FBgn0029940,1,0,3,0
FBgn0029942,2521,3154,2748,2349
FBgn0029944,7474,9424,8808,8610
FBgn0029945,26,28,71,57
FBgn0026144,18231,20401,19712,18543
FBgn0029947,3,1,0,0
FBgn0029950,0,0,0,0
FBgn0040923,0,0,0,0
FBgn0052726,0,0,0,0
FBgn0040922,0,0,0,0
FBgn0029949,1,0,2,0
FBgn0029946,4,1,0,0
FBgn0029943,2475,3054,2622,2337
FBgn0025549,8048,10866,12132,11095
FBgn0029951,4,0,1,1
FBgn0004198,322,298,734,1048
FBgn0022786,6993,7332,7926,7411
FBgn0029957,3388,3224,3720,3646
FBgn0029959,2508,2740,3328,3007
FBgn0016041,23789,25443,35065,34563
FBgn0029961,0,0,0,0
FBgn0029958,4882,4323,5876,5007
FBgn0027553,2719,2792,3242,3154
FBgn0029955,0,1,0,0
FBgn0029952,6,0,0,0
FBgn0052720,1,0,0,0
FBgn0052719,17,45,80,95
FBgn0052718,0,0,0,1
FBgn0029962,0,0,0,0
FBgn0029964,0,0,0,0
FBgn0029966,1681,1822,3656,4101
FBgn0029968,0,0,0,2
FBgn0040087,3362,2931,4496,4553
FBgn0010292,4014,3972,6505,5955
FBgn0029975,3562,3635,13573,11787
FBgn0029976,7502,7966,8000,7757
FBgn0004403,22713,17783,82938,75198
FBgn0004404,5472,3191,20331,18974
FBgn0029987,1,2,0,1
FBgn0003447,9725,10825,17278,16944
FBgn0004657,9581,10571,12914,14732
FBgn0029993,6,0,7,2
FBgn0040319,7131,6784,8002,7608
FBgn0029997,5796,7403,7493,7383
FBgn0029996,32200,42413,43938,41929
FBgn0029995,4,5,3,9
FBgn0029994,19,15,25,34
FBgn0029992,5974,6579,6590,6793
FBgn0004656,15860,16065,22784,23464
FBgn0029990,226,290,337,427
FBgn0029989,1,0,0,2
FBgn0003656,16629,17572,22538,21991
FBgn0029986,9,6,5,4
FBgn0027280,12363,14895,17590,16775
FBgn0029980,2345,2215,3989,3617
FBgn0029979,20800,24872,25865,27673
